COUNTYFP,NEVER,RARELY,SUM OF NEVER & RARELY,SOMETIMES,FREQUENTLY,ALWAYS,SUM OF ALWAYS AND FREQUNTLY,STATE
48353,0.09,0.072,0.162,0.108,0.187,0.544,0.731,TX
48355,0.024,0.034,0.058,0.028,0.079,0.835,0.914,TX
48357,0.15,0.104,0.254,0.105,0.201,0.439,0.64,TX
48359,0.084,0.065,0.149,0.109,0.278,0.464,0.742,TX
48361,0.051,0.07,0.121,0.105,0.157,0.618,0.775,TX
48363,0.027,0.023,0.05,0.029,0.181,0.74,0.921,TX
48365,0.027,0.033,0.06,0.211,0.281,0.448,0.729,TX
48367,0.02,0.048,0.068,0.055,0.206,0.671,0.877,TX
48369,0.033,0.081,0.114,0.089,0.277,0.521,0.798,TX
48371,0.05,0.051,0.101,0.15,0.197,0.551,0.748,TX
48373,0.016,0.099,0.115,0.052,0.144,0.689,0.833,TX
48375,0.067,0.063,0.13,0.113,0.272,0.485,0.757,TX
48377,0.003,0.003,0.006,0.032,0.174,0.789,0.963,TX
48379,0.143,0.062,0.205,0.038,0.245,0.512,0.757,TX
48381,0.063,0.063,0.126,0.109,0.274,0.491,0.765,TX
48383,0.058,0.061,0.119,0.064,0.237,0.58,0.817,TX
48385,0.03,0.065,0.095,0.164,0.187,0.554,0.741,TX
48387,0.059,0.136,0.195,0.098,0.254,0.452,0.706,TX
48389,0.07,0.04,0.11,0.086,0.204,0.6,0.804,TX
48391,0.002,0.011,0.013,0.235,0.073,0.678,0.751,TX
48393,0.16,0.074,0.234,0.133,0.205,0.427,0.632,TX
48395,0.014,0.041,0.055,0.055,0.334,0.555,0.889,TX
48397,0.033,0.041,0.074,0.101,0.18,0.645,0.825,TX
48399,0.033,0.039,0.072,0.104,0.228,0.596,0.824,TX
48401,0.038,0.04,0.078,0.101,0.331,0.491,0.822,TX
48403,0.105,0.046,0.151,0.103,0.15,0.596,0.746,TX
48405,0.096,0.033,0.129,0.07,0.222,0.58,0.802,TX
48407,0.009,0.064,0.073,0.082,0.112,0.733,0.845,TX
48409,0.015,0.02,0.035,0.053,0.074,0.838,0.912,TX
48411,0.026,0.101,0.127,0.099,0.255,0.519,0.774,TX
48413,0.002,0.029,0.031,0.054,0.271,0.644,0.915,TX
48415,0.143,0.177,0.32,0.127,0.09,0.463,0.553,TX
48417,0.061,0.099,0.16,0.14,0.183,0.518,0.701,TX
48419,0.025,0.035,0.06,0.117,0.369,0.453,0.822,TX
48421,0.125,0.073,0.198,0.129,0.267,0.406,0.673,TX
48423,0.108,0.091,0.199,0.104,0.168,0.529,0.697,TX
48425,0.027,0.161,0.188,0.133,0.201,0.477,0.678,TX
48427,0.039,0.008,0.047,0.023,0.1,0.831,0.931,TX
48429,0.058,0.149,0.207,0.221,0.127,0.445,0.572,TX
48431,0.032,0.077,0.109,0.067,0.252,0.572,0.824,TX
48433,0.084,0.122,0.206,0.12,0.224,0.449,0.673,TX
48435,0.009,0.042,0.051,0.08,0.209,0.659,0.868,TX
48437,0.084,0.075,0.159,0.053,0.255,0.532,0.787,TX
48439,0.023,0.034,0.057,0.077,0.144,0.722,0.866,TX
48441,0.054,0.059,0.113,0.12,0.191,0.575,0.766,TX
48443,0.021,0.061,0.082,0.167,0.154,0.597,0.751,TX
48445,0.034,0.066,0.1,0.061,0.226,0.613,0.839,TX
48447,0.073,0.135,0.208,0.172,0.118,0.501,0.619,TX
48449,0.019,0.117,0.136,0.191,0.264,0.409,0.673,TX
48451,0.007,0.038,0.045,0.071,0.271,0.613,0.884,TX
48453,0.015,0.008,0.023,0.024,0.158,0.795,0.953,TX
48455,0.052,0.077,0.129,0.065,0.181,0.625,0.806,TX
48457,0.021,0.066,0.087,0.054,0.155,0.703,0.858,TX
48459,0.051,0.076,0.127,0.104,0.179,0.59,0.769,TX
48461,0.077,0.058,0.135,0.088,0.21,0.567,0.777,TX
48463,0.014,0.022,0.036,0.136,0.081,0.747,0.828,TX
48465,0.003,0.05,0.053,0.09,0.072,0.784,0.856,TX
48467,0.138,0.143,0.281,0.151,0.161,0.407,0.568,TX
48469,0.008,0.039,0.047,0.138,0.058,0.757,0.815,TX
48471,0.029,0.058,0.087,0.079,0.179,0.655,0.834,TX
48473,0.016,0.06,0.076,0.07,0.236,0.618,0.854,TX
48475,0.08,0.052,0.132,0.094,0.197,0.577,0.774,TX
48477,0.02,0.031,0.051,0.087,0.328,0.534,0.862,TX
48479,0.033,0,0.033,0.064,0.136,0.767,0.903,TX
48481,0.011,0.072,0.083,0.076,0.216,0.625,0.841,TX
48483,0.23,0.139,0.369,0.158,0.126,0.346,0.472,TX
48485,0.073,0.046,0.119,0.096,0.092,0.692,0.784,TX
48487,0.046,0.081,0.127,0.171,0.168,0.535,0.703,TX
48489,0.034,0.015,0.049,0.067,0.064,0.82,0.884,TX
48491,0.016,0.033,0.049,0.065,0.177,0.708,0.885,TX
48493,0,0.003,0.003,0.072,0.208,0.716,0.924,TX
48495,0.087,0.05,0.137,0.086,0.196,0.581,0.777,TX
48497,0.008,0.127,0.135,0.046,0.17,0.649,0.819,TX
48499,0.046,0.073,0.119,0.071,0.283,0.526,0.809,TX
48501,0.084,0.035,0.119,0.065,0.254,0.561,0.815,TX
48503,0.062,0.063,0.125,0.086,0.144,0.645,0.789,TX
48505,0.047,0.001,0.048,0.035,0.138,0.779,0.917,TX
48507,0.036,0.075,0.111,0.115,0.138,0.635,0.773,TX
MAX,0.239,0.177,0.381,0.259,0.37,0.88,0.97,TX
MIN,0,0,0.001,0.012,0.029,0.284,0.444,TX
AVERAGE,0.051889764,0.059677165,0.111566929,0.097192913,0.188665354,0.602559055,0.791224409,TX
49001,0.099,0.026,0.125,0.271,0.283,0.32,0.603,UT
49003,0.084,0.116,0.2,0.111,0.27,0.419,0.689,UT
49005,0.09,0.108,0.198,0.08,0.31,0.411,0.721,UT
49007,0.107,0.134,0.241,0.114,0.293,0.353,0.646,UT
49009,0.091,0.296,0.387,0.102,0.33,0.181,0.511,UT
49011,0.035,0.055,0.09,0.077,0.314,0.518,0.832,UT
49013,0.051,0.259,0.31,0.033,0.469,0.188,0.657,UT
49015,0.122,0.109,0.231,0.106,0.239,0.424,0.663,UT
49017,0.062,0.056,0.118,0.232,0.264,0.386,0.65,UT
49019,0.056,0.111,0.167,0.098,0.176,0.558,0.734,UT
49021,0.065,0.036,0.101,0.22,0.262,0.417,0.679,UT
49023,0.335,0.023,0.358,0.079,0.193,0.369,0.562,UT
49025,0.061,0.041,0.102,0.226,0.227,0.445,0.672,UT
49027,0.432,0.023,0.455,0.088,0.171,0.286,0.457,UT
49029,0.092,0.155,0.247,0.053,0.37,0.33,0.7,UT
49031,0.097,0.061,0.158,0.266,0.3,0.276,0.576,UT
49033,0.077,0.113,0.19,0.062,0.327,0.421,0.748,UT
49035,0.028,0.032,0.06,0.094,0.202,0.644,0.846,UT
49037,0.04,0.064,0.104,0.042,0.21,0.644,0.854,UT
49039,0.107,0.043,0.15,0.104,0.273,0.473,0.746,UT
49041,0.152,0.096,0.248,0.171,0.3,0.282,0.582,UT
49043,0.018,0.1,0.118,0.054,0.177,0.651,0.828,UT
49045,0.002,0.114,0.116,0.141,0.212,0.532,0.744,UT
49047,0.121,0.269,0.39,0.046,0.389,0.175,0.564,UT
49049,0.068,0.035,0.103,0.195,0.244,0.458,0.702,UT
49051,0.039,0.063,0.102,0.056,0.254,0.588,0.842,UT
49053,0.034,0.056,0.09,0.123,0.269,0.518,0.787,UT
49055,0.068,0.129,0.197,0.114,0.269,0.42,0.689,UT
49057,0.066,0.089,0.155,0.072,0.287,0.486,0.773,UT
MAX,0.432,0.296,0.455,0.271,0.469,0.651,0.854,UT
MIN,0.002,0.023,0.06,0.033,0.171,0.175,0.457,UT
AVERAGE,0.093068966,0.096965517,0.190034483,0.118275862,0.271862069,0.419758621,0.69162069,UT
50001,0.029,0.045,0.074,0.086,0.139,0.702,0.841,VI
50003,0.028,0.058,0.086,0.061,0.084,0.77,0.854,VI
50005,0.076,0.121,0.197,0.078,0.154,0.57,0.724,VI
50007,0.031,0.07,0.101,0.065,0.115,0.718,0.833,VI
50009,0.054,0.075,0.129,0.083,0.158,0.631,0.789,VI
50011,0.042,0.058,0.1,0.056,0.134,0.71,0.844,VI
50013,0.031,0.039,0.07,0.088,0.113,0.729,0.842,VI
50015,0.027,0.181,0.208,0.062,0.141,0.59,0.731,VI
50017,0.029,0.095,0.124,0.073,0.107,0.696,0.803,VI
50019,0.07,0.174,0.244,0.061,0.149,0.546,0.695,VI
50021,0.031,0.037,0.068,0.088,0.205,0.639,0.844,VI
50023,0.051,0.19,0.241,0.104,0.05,0.604,0.654,VI
50025,0.075,0.031,0.106,0.035,0.151,0.708,0.859,VI
50027,0.061,0.055,0.116,0.03,0.227,0.627,0.854,VI
MAX,0.076,0.19,0.244,0.104,0.227,0.77,0.859,VI
MIN,0.027,0.031,0.068,0.03,0.05,0.546,0.654,VI
AVERAGE,0.045357143,0.087785714,0.133142857,0.069285714,0.137642857,0.66,0.797642857,VI
51001,0.001,0.019,0.02,0.055,0.1,0.824,0.924,VT
MAX,0.001,0.019,0.02,0.055,0.1,0.824,0.924,VT
MIN,0.001,0.019,0.02,0.055,0.1,0.824,0.924,VT
AVERAGE,0.001,0.019,0.02,0.055,0.1,0.824,0.924,VT
51003,0.023,0.022,0.045,0.054,0.093,0.81,0.903,VA
51005,0.145,0.034,0.179,0.123,0.174,0.525,0.699,VA
51007,0.013,0.069,0.082,0.116,0.13,0.672,0.802,VA
51009,0.064,0.033,0.097,0.074,0.204,0.625,0.829,VA
51011,0.063,0.018,0.081,0.105,0.204,0.61,0.814,VA
51013,0.01,0.018,0.028,0.035,0.187,0.75,0.937,VA
51015,0.029,0.037,0.066,0.061,0.173,0.701,0.874,VA
51017,0.099,0.045,0.144,0.121,0.165,0.57,0.735,VA
51019,0.052,0.09,0.142,0.115,0.248,0.495,0.743,VA
51021,0.081,0.114,0.195,0.2,0.166,0.44,0.606,VA
51023,0.043,0.079,0.122,0.106,0.221,0.551,0.772,VA
51025,0.006,0.003,0.009,0.158,0.145,0.688,0.833,VA
51027,0.037,0.099,0.136,0.219,0.181,0.463,0.644,VA
51029,0.02,0.01,0.03,0.124,0.132,0.714,0.846,VA
51031,0.07,0.04,0.11,0.083,0.222,0.585,0.807,VA
51033,0.047,0.032,0.079,0.031,0.14,0.75,0.89,VA
51035,0.064,0.073,0.137,0.084,0.285,0.496,0.781,VA
51036,0.017,0.02,0.037,0.103,0.177,0.683,0.86,VA
51037,0.084,0.025,0.109,0.148,0.133,0.61,0.743,VA
51041,0.026,0.03,0.056,0.08,0.216,0.649,0.865,VA
51043,0.013,0.036,0.049,0.057,0.154,0.74,0.894,VA
51045,0.017,0.022,0.039,0.148,0.182,0.632,0.814,VA
51047,0.053,0.068,0.121,0.013,0.213,0.653,0.866,VA
51049,0.012,0.055,0.067,0.098,0.137,0.699,0.836,VA
51051,0.031,0.129,0.16,0.129,0.182,0.528,0.71,VA
51053,0.022,0.016,0.038,0.104,0.193,0.664,0.857,VA
51057,0.016,0.081,0.097,0.181,0.16,0.563,0.723,VA
51059,0.018,0.016,0.034,0.054,0.163,0.748,0.911,VA
51061,0.04,0.013,0.053,0.042,0.133,0.772,0.905,VA
51063,0.079,0.063,0.142,0.092,0.256,0.51,0.766,VA
51065,0.037,0.014,0.051,0.077,0.1,0.772,0.872,VA
51067,0.074,0.098,0.172,0.069,0.189,0.57,0.759,VA
51069,0.026,0.048,0.074,0.048,0.264,0.614,0.878,VA
51071,0.066,0.09,0.156,0.14,0.137,0.567,0.704,VA
51073,0.003,0.004,0.007,0.035,0.234,0.724,0.958,VA
51075,0.034,0.043,0.077,0.065,0.097,0.761,0.858,VA
51077,0.141,0.065,0.206,0.07,0.196,0.527,0.723,VA
51079,0.011,0.038,0.049,0.052,0.153,0.747,0.9,VA
51081,0.014,0.002,0.016,0.145,0.158,0.681,0.839,VA
51083,0.092,0.028,0.12,0.072,0.165,0.643,0.808,VA
51085,0.043,0.052,0.095,0.087,0.25,0.568,0.818,VA
51087,0.04,0.037,0.077,0.071,0.191,0.662,0.853,VA
51089,0.063,0.085,0.148,0.132,0.154,0.566,0.72,VA
51091,0.059,0.041,0.1,0.103,0.197,0.599,0.796,VA
51093,0.039,0.055,0.094,0.059,0.277,0.569,0.846,VA
51095,0.006,0.008,0.014,0.005,0.231,0.75,0.981,VA
51097,0.007,0.041,0.048,0.149,0.191,0.612,0.803,VA
51099,0.151,0.044,0.195,0.086,0.053,0.666,0.719,VA
51101,0.012,0.072,0.084,0.201,0.169,0.546,0.715,VA
51103,0.001,0.022,0.023,0.121,0.178,0.678,0.856,VA
51105,0.107,0.135,0.242,0.072,0.104,0.582,0.686,VA
51107,0.014,0.012,0.026,0.038,0.173,0.763,0.936,VA
51109,0.025,0.045,0.07,0.036,0.146,0.748,0.894,VA
51111,0.068,0.006,0.074,0.134,0.143,0.649,0.792,VA
51113,0.017,0.097,0.114,0.064,0.154,0.668,0.822,VA
51115,0.001,0.001,0.002,0.049,0.19,0.76,0.95,VA
51117,0.063,0.022,0.085,0.128,0.14,0.648,0.788,VA
51119,0.001,0.004,0.005,0.103,0.237,0.654,0.891,VA
51121,0.056,0.042,0.098,0.09,0.171,0.64,0.811,VA
51125,0.011,0.015,0.026,0.106,0.167,0.701,0.868,VA
51127,0.008,0.035,0.043,0.079,0.17,0.708,0.878,VA
51131,0.001,0.037,0.038,0.089,0.112,0.761,0.873,VA
51133,0.017,0.038,0.055,0.095,0.141,0.71,0.851,VA
51135,0.044,0.014,0.058,0.099,0.182,0.661,0.843,VA
51137,0.033,0.132,0.165,0.038,0.153,0.643,0.796,VA
51139,0.025,0.052,0.077,0.237,0.166,0.52,0.686,VA
51141,0.042,0.098,0.14,0.166,0.203,0.491,0.694,VA
51143,0.106,0.045,0.151,0.147,0.135,0.567,0.702,VA
51145,0.012,0.092,0.104,0.074,0.162,0.66,0.822,VA
51147,0.059,0.009,0.068,0.138,0.154,0.64,0.794,VA
51149,0.033,0.033,0.066,0.127,0.189,0.619,0.808,VA
51153,0.047,0.027,0.074,0.055,0.11,0.761,0.871,VA
51155,0.083,0.055,0.138,0.166,0.173,0.523,0.696,VA
51157,0.023,0.019,0.042,0.077,0.164,0.717,0.881,VA
51159,0.015,0.07,0.085,0.109,0.167,0.64,0.807,VA
51161,0.065,0.045,0.11,0.077,0.205,0.607,0.812,VA
51163,0.015,0.112,0.127,0.068,0.13,0.675,0.805,VA
51165,0.034,0.062,0.096,0.139,0.212,0.553,0.765,VA
51167,0.082,0.137,0.219,0.212,0.24,0.329,0.569,VA
51169,0.074,0.124,0.198,0.121,0.157,0.523,0.68,VA
51171,0.023,0.039,0.062,0.136,0.288,0.514,0.802,VA
51173,0.087,0.079,0.166,0.237,0.182,0.415,0.597,VA
51175,0.019,0.013,0.032,0.063,0.216,0.69,0.906,VA
51177,0.05,0.019,0.069,0.03,0.115,0.785,0.9,VA
51179,0.045,0.035,0.08,0.097,0.095,0.728,0.823,VA
51181,0.006,0.021,0.027,0.003,0.249,0.721,0.97,VA
51183,0.012,0.012,0.024,0.06,0.218,0.698,0.916,VA
51185,0.062,0.104,0.166,0.264,0.16,0.41,0.57,VA
51187,0.027,0.017,0.044,0.088,0.2,0.669,0.869,VA
51191,0.123,0.099,0.222,0.144,0.266,0.368,0.634,VA
51193,0.079,0.036,0.115,0.127,0.127,0.631,0.758,VA
51195,0.025,0.075,0.1,0.099,0.158,0.643,0.801,VA
51197,0.096,0.075,0.171,0.172,0.21,0.447,0.657,VA
51199,0.006,0.021,0.027,0.024,0.162,0.786,0.948,VA
51510,0.032,0.02,0.052,0.065,0.17,0.712,0.882,VA
51520,0.174,0.125,0.299,0.075,0.273,0.352,0.625,VA
51530,0.018,0.15,0.168,0.068,0.125,0.639,0.764,VA
51540,0.023,0.019,0.042,0.05,0.075,0.833,0.908,VA
51550,0.018,0.025,0.043,0.095,0.182,0.68,0.862,VA
51570,0.044,0.045,0.089,0.126,0.177,0.608,0.785,VA
51580,0.184,0.017,0.201,0.133,0.188,0.478,0.666,VA
51590,0.087,0.043,0.13,0.209,0.127,0.534,0.661,VA
51595,0.015,0.001,0.016,0.148,0.148,0.687,0.835,VA
51600,0.025,0.015,0.04,0.075,0.173,0.712,0.885,VA
51610,0.007,0.033,0.04,0.038,0.158,0.765,0.923,VA
51620,0.01,0.027,0.037,0.115,0.192,0.656,0.848,VA
51630,0.038,0.007,0.045,0.034,0.136,0.784,0.92,VA
51640,0.071,0.086,0.157,0.049,0.243,0.551,0.794,VA
51650,0.008,0.025,0.033,0.078,0.118,0.771,0.889,VA
51660,0.029,0.066,0.095,0.129,0.205,0.571,0.776,VA
51670,0.038,0.038,0.076,0.149,0.187,0.588,0.775,VA
51678,0.01,0.146,0.156,0.059,0.121,0.663,0.784,VA
51680,0.07,0.031,0.101,0.073,0.222,0.603,0.825,VA
51683,0.033,0.023,0.056,0.027,0.175,0.742,0.917,VA
51685,0.071,0.025,0.096,0.017,0.167,0.72,0.887,VA
51690,0.063,0.076,0.139,0.134,0.163,0.564,0.727,VA
51700,0.01,0.038,0.048,0.035,0.145,0.772,0.917,VA
51710,0.004,0.03,0.034,0.087,0.215,0.664,0.879,VA
51720,0.017,0.056,0.073,0.085,0.155,0.687,0.842,VA
51730,0.034,0.033,0.067,0.116,0.177,0.64,0.817,VA
51735,0.004,0.014,0.018,0.073,0.219,0.69,0.909,VA
51740,0,0.019,0.019,0.122,0.225,0.634,0.859,VA
51750,0.075,0.045,0.12,0.11,0.177,0.593,0.77,VA
51760,0.06,0.031,0.091,0.092,0.275,0.541,0.816,VA
51770,0.07,0.05,0.12,0.088,0.212,0.58,0.792,VA
51775,0.064,0.039,0.103,0.068,0.199,0.63,0.829,VA
51790,0.027,0.039,0.066,0.057,0.158,0.718,0.876,VA
51800,0.007,0.048,0.055,0.171,0.208,0.565,0.773,VA
51810,0.017,0.041,0.058,0.062,0.202,0.678,0.88,VA
51820,0.027,0.028,0.055,0.049,0.186,0.71,0.896,VA
51830,0.005,0.009,0.014,0.001,0.249,0.737,0.986,VA
51840,0.025,0.056,0.081,0.032,0.277,0.611,0.888,VA
MAX,0.184,0.15,0.299,0.264,0.288,0.833,0.986,VA
MIN,0,0.001,0.002,0.001,0.053,0.329,0.569,VA
AVERAGE,0.042181818,0.046636364,0.088818182,0.096333333,0.178431818,0.636416667,0.814848485,VA
53001,0.077,0.051,0.128,0.072,0.076,0.724,0.8,WA
53003,0.014,0.029,0.043,0.115,0.32,0.522,0.842,WA
53005,0.084,0.011,0.095,0.064,0.08,0.761,0.841,WA
53007,0.062,0.048,0.11,0.029,0.297,0.564,0.861,WA
53009,0.001,0,0.001,0.028,0.225,0.746,0.971,WA
53011,0.02,0.021,0.041,0.048,0.17,0.741,0.911,WA
53013,0.08,0.031,0.111,0.079,0.223,0.586,0.809,WA
53015,0.041,0.02,0.061,0.098,0.216,0.625,0.841,WA
53017,0.067,0.047,0.114,0.042,0.271,0.573,0.844,WA
53019,0.082,0.066,0.148,0.082,0.204,0.565,0.769,WA
53021,0.106,0.013,0.119,0.059,0.069,0.753,0.822,WA
53023,0.031,0.029,0.06,0.085,0.292,0.563,0.855,WA
53025,0.032,0.052,0.084,0.108,0.146,0.661,0.807,WA
53027,0.03,0.009,0.039,0.087,0.213,0.662,0.875,WA
53029,0.015,0.009,0.024,0.066,0.15,0.759,0.909,WA
53031,0.011,0,0.011,0.064,0.171,0.754,0.925,WA
53033,0.016,0.02,0.036,0.05,0.191,0.724,0.915,WA
53035,0.024,0.003,0.027,0.051,0.136,0.786,0.922,WA
53037,0.032,0.084,0.116,0.033,0.179,0.672,0.851,WA
53039,0.038,0.029,0.067,0.113,0.288,0.532,0.82,WA
53041,0.033,0.112,0.145,0.128,0.111,0.616,0.727,WA
53043,0.017,0.086,0.103,0.023,0.108,0.765,0.873,WA
53045,0.011,0.024,0.035,0.091,0.152,0.721,0.873,WA
53047,0.042,0.066,0.108,0.075,0.199,0.617,0.816,WA
53049,0.082,0.016,0.098,0.128,0.063,0.712,0.775,WA
53051,0.027,0.122,0.149,0.052,0.212,0.587,0.799,WA
53053,0.028,0.057,0.085,0.103,0.206,0.606,0.812,WA
53055,0.015,0.004,0.019,0.021,0.229,0.73,0.959,WA
53057,0.035,0.097,0.132,0.037,0.177,0.653,0.83,WA
53059,0.019,0.048,0.067,0.092,0.08,0.76,0.84,WA
53061,0.017,0.014,0.031,0.056,0.191,0.721,0.912,WA
53063,0.033,0.057,0.09,0.08,0.151,0.679,0.83,WA
53065,0.05,0.039,0.089,0.069,0.257,0.585,0.842,WA
53067,0.022,0.051,0.073,0.109,0.132,0.685,0.817,WA
53069,0.045,0.057,0.102,0.079,0.161,0.658,0.819,WA
53071,0.083,0.022,0.105,0.061,0.193,0.641,0.834,WA
53073,0.042,0.028,0.07,0.061,0.122,0.747,0.869,WA
53075,0.002,0.009,0.011,0.049,0.31,0.629,0.939,WA
53077,0.012,0.035,0.047,0.069,0.143,0.74,0.883,WA
MAX,0.106,0.122,0.149,0.128,0.32,0.786,0.971,WA
MIN,0.001,0,0.001,0.021,0.063,0.522,0.727,WA
AVERAGE,0.037897436,0.038871795,0.076769231,0.070666667,0.182410256,0.669871795,0.852282051,WA
54001,0.092,0.031,0.123,0.071,0.287,0.519,0.806,WV
54003,0.065,0.049,0.114,0.196,0.166,0.524,0.69,WV
54005,0.097,0.138,0.235,0.093,0.197,0.475,0.672,WV
54007,0.102,0.131,0.233,0.167,0.202,0.398,0.6,WV
54009,0.067,0.11,0.177,0.195,0.192,0.436,0.628,WV
54011,0.092,0.09,0.182,0.154,0.186,0.476,0.662,WV
54013,0.085,0.07,0.155,0.227,0.21,0.408,0.618,WV
54015,0.098,0.097,0.195,0.162,0.152,0.491,0.643,WV
54017,0.187,0.011,0.198,0.075,0.307,0.42,0.727,WV
54019,0.14,0.088,0.228,0.226,0.137,0.409,0.546,WV
54021,0.141,0.076,0.217,0.144,0.236,0.403,0.639,WV
54023,0.1,0.232,0.332,0.067,0.193,0.407,0.6,WV
54025,0.07,0.03,0.1,0.113,0.233,0.554,0.787,WV
54027,0.021,0.035,0.056,0.088,0.236,0.619,0.855,WV
54029,0.072,0.128,0.2,0.151,0.19,0.459,0.649,WV
54031,0.039,0.152,0.191,0.103,0.23,0.476,0.706,WV
54033,0.132,0.021,0.153,0.071,0.319,0.457,0.776,WV
54035,0.111,0.055,0.166,0.097,0.216,0.522,0.738,WV
54037,0.041,0.038,0.079,0.2,0.169,0.552,0.721,WV
54039,0.145,0.039,0.184,0.064,0.147,0.605,0.752,WV
54041,0.161,0.029,0.19,0.068,0.288,0.454,0.742,WV
54043,0.091,0.077,0.168,0.164,0.167,0.501,0.668,WV
54045,0.082,0.11,0.192,0.116,0.247,0.445,0.692,WV
54047,0.07,0.095,0.165,0.189,0.226,0.42,0.646,WV
54049,0.069,0.06,0.129,0.111,0.281,0.479,0.76,WV
54051,0.075,0.095,0.17,0.077,0.256,0.497,0.753,WV
54053,0.081,0.095,0.176,0.195,0.149,0.481,0.63,WV
54055,0.076,0.152,0.228,0.174,0.103,0.495,0.598,WV
54057,0.033,0.016,0.049,0.042,0.234,0.674,0.908,WV
54059,0.084,0.093,0.177,0.093,0.172,0.558,0.73,WV
54061,0.046,0.077,0.123,0.139,0.221,0.517,0.738,WV
54063,0.048,0.063,0.111,0.116,0.14,0.634,0.774,WV
54065,0.025,0.085,0.11,0.169,0.258,0.463,0.721,WV
54067,0.06,0.088,0.148,0.166,0.143,0.542,0.685,WV
54069,0.108,0.068,0.176,0.092,0.243,0.49,0.733,WV
54071,0.06,0.142,0.202,0.128,0.214,0.456,0.67,WV
54073,0.088,0.108,0.196,0.17,0.287,0.346,0.633,WV
54075,0.075,0.03,0.105,0.17,0.227,0.499,0.726,WV
54077,0.057,0.028,0.085,0.087,0.247,0.58,0.827,WV
54079,0.087,0.048,0.135,0.088,0.184,0.593,0.777,WV
54081,0.087,0.083,0.17,0.257,0.148,0.426,0.574,WV
54083,0.098,0.05,0.148,0.14,0.265,0.447,0.712,WV
54085,0.141,0.059,0.2,0.183,0.262,0.356,0.618,WV
54087,0.082,0.024,0.106,0.191,0.21,0.493,0.703,WV
54089,0.053,0.104,0.157,0.166,0.111,0.567,0.678,WV
54091,0.072,0.032,0.104,0.092,0.288,0.517,0.805,WV
54093,0.108,0.087,0.195,0.048,0.292,0.465,0.757,WV
54095,0.083,0.056,0.139,0.137,0.272,0.452,0.724,WV
54097,0.131,0.039,0.17,0.077,0.278,0.475,0.753,WV
54099,0.111,0.119,0.23,0.186,0.162,0.423,0.585,WV
54101,0.065,0.083,0.148,0.163,0.211,0.479,0.69,WV
54103,0.051,0.067,0.118,0.081,0.279,0.521,0.8,WV
54105,0.112,0.059,0.171,0.219,0.222,0.389,0.611,WV
54107,0.094,0.099,0.193,0.149,0.277,0.381,0.658,WV
54109,0.073,0.098,0.171,0.176,0.245,0.408,0.653,WV
MAX,0.187,0.232,0.332,0.257,0.319,0.674,0.908,WV
MIN,0.021,0.011,0.049,0.042,0.103,0.346,0.546,WV
AVERAGE,0.086072727,0.077072727,0.163145455,0.136054545,0.218436364,0.482418182,0.700854545,WV
55001,0.163,0.189,0.352,0.227,0.213,0.208,0.421,WI
55003,0.078,0.038,0.116,0.118,0.363,0.403,0.766,WI
55005,0.138,0.163,0.301,0.07,0.259,0.37,0.629,WI
55007,0.067,0.039,0.106,0.107,0.392,0.395,0.787,WI
55009,0.069,0.053,0.122,0.184,0.208,0.486,0.694,WI
55011,0.039,0.106,0.145,0.172,0.269,0.414,0.683,WI
55013,0.097,0.163,0.26,0.082,0.236,0.422,0.658,WI
55015,0.064,0.1,0.164,0.141,0.33,0.365,0.695,WI
55017,0.059,0.098,0.157,0.184,0.246,0.414,0.66,WI
55019,0.162,0.149,0.311,0.158,0.146,0.384,0.53,WI
55021,0.035,0.073,0.108,0.082,0.222,0.589,0.811,WI
55023,0.202,0.033,0.235,0.11,0.158,0.497,0.655,WI
55025,0.017,0.02,0.037,0.092,0.23,0.641,0.871,WI
55027,0.11,0.138,0.248,0.166,0.2,0.386,0.586,WI
55029,0.021,0.03,0.051,0.059,0.264,0.627,0.891,WI
55031,0.044,0.042,0.086,0.092,0.327,0.495,0.822,WI
55033,0.062,0.076,0.138,0.179,0.266,0.417,0.683,WI
55035,0.042,0.076,0.118,0.203,0.255,0.424,0.679,WI
55037,0.053,0.073,0.126,0.143,0.238,0.494,0.732,WI
55039,0.121,0.155,0.276,0.158,0.244,0.322,0.566,WI
55041,0.085,0.053,0.138,0.162,0.215,0.484,0.699,WI
55043,0.103,0.102,0.205,0.18,0.166,0.449,0.615,WI
55045,0.092,0.084,0.176,0.119,0.269,0.436,0.705,WI
55047,0.092,0.122,0.214,0.184,0.117,0.486,0.603,WI
55049,0.065,0.077,0.142,0.092,0.333,0.433,0.766,WI
55051,0.04,0.052,0.092,0.142,0.248,0.518,0.766,WI
55053,0.027,0.1,0.127,0.14,0.329,0.404,0.733,WI
55055,0.114,0.093,0.207,0.096,0.179,0.518,0.697,WI
55057,0.113,0.124,0.237,0.18,0.232,0.352,0.584,WI
55059,0.077,0.083,0.16,0.097,0.155,0.589,0.744,WI
55061,0.033,0.035,0.068,0.112,0.208,0.612,0.82,WI
55063,0.064,0.072,0.136,0.076,0.289,0.498,0.787,WI
55065,0.056,0.098,0.154,0.197,0.253,0.396,0.649,WI
55067,0.085,0.102,0.187,0.142,0.239,0.432,0.671,WI
55069,0.101,0.105,0.206,0.132,0.204,0.459,0.663,WI
55071,0.175,0.089,0.264,0.259,0.133,0.345,0.478,WI
55073,0.123,0.136,0.259,0.165,0.236,0.34,0.576,WI
